 Maintaining 16 concurrent writes of 4194304 bytes for at least 300 seconds.
 Object prefix: benchmark_data_Client_39852
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   133      16      3947      3931   118.209         0         -  0.523553
   134      16      3947      3931   117.327         0         -  0.523553
   135      16      3947      3931   116.458         0         -  0.523553
   136      16      3947      3931   115.602         0         -  0.523553
   137      16      3947      3931   114.758         0         -  0.523553
   138      16      3947      3931   113.926         0         -  0.523553
   139      16      3947      3931   113.107         0         -  0.523553
2013-09-24 09:55:25.914911min lat: 0.059477 max lat: 15.9661 avg lat: 0.523553
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   140      16      3947      3931   112.299         0         -  0.523553
   141      16      4017      4001   113.488   25.4545  0.223492  0.563586
   142      16      4049      4033    113.59       128  0.075137  0.560261
   143      16      4049      4033   112.796         0         -  0.560261
   144      16      4049      4033   112.012         0         -  0.560261
   145      16      4098      4082   112.591   65.3333   0.09145   0.56802
   146      16      4194      4178    114.45       384  0.246163  0.558887
   147      16      4277      4261    115.93       332    0.1314  0.551389
   148      16      4336      4320   116.741       236  0.182335  0.546932
   149      16      4357      4341   116.521        84    0.0659  0.544776
   150      16      4357      4341   115.744         0         -  0.544776
   151      16      4357      4341   114.978         0         -  0.544776
   152      16      4357      4341   114.221         0         -  0.544776
   153      16      4427      4411   115.304        70   0.13753  0.554819
   154      16      4509      4493   116.685       328  0.110429  0.548073
   155      16      4580      4564   117.764       284  0.132164  0.542724
   156      16      4650      4634   118.804       280  0.119064  0.538241
   157      16      4736      4720   120.238       344  0.070433  0.531866
   158      16      4793      4777    120.92       228  0.081524  0.527463
   159      16      4796      4780   120.235        12  0.075541  0.527344
2013-09-24 09:55:45.917641min lat: 0.059477 max lat: 15.9661 avg lat: 0.527196
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   160      16      4798      4782   119.533         8  0.065363  0.527196
   161      16      4798      4782   118.791         0         -  0.527196
   162      16      4798      4782   118.058         0         -  0.527196
   163      16      4798      4782   117.334         0         -  0.527196
   164      16      4798      4782   116.618         0         -  0.527196
   165      16      4798      4782   115.911         0         -  0.527196
   166      16      4798      4782   115.213         0         -  0.527196
   167      16      4798      4782   114.523         0         -  0.527196
   168      16      4798      4782   113.842         0         -  0.527196
   169      16      4798      4782   113.168         0         -  0.527196
   170      16      4798      4782   112.502         0         -  0.527196
   171      16      4834      4818   112.686   13.0909  0.071553   0.56751
   172      16      4933      4917   114.333       396  0.208039  0.559485
   173      16      5024      5008   115.776       364  0.143284  0.552458
   174      16      5090      5074   116.628       264  0.086107  0.547253
   175      16      5090      5074   115.961         0         -  0.547253
   176      16      5090      5074   115.302         0         -  0.547253
   177      16      5090      5074   114.651         0         -  0.547253
   178      16      5090      5074   114.007         0         -  0.547253
   179      16      5090      5074    113.37         0         -  0.547253
2013-09-24 09:56:05.920094min lat: 0.059477 max lat: 15.9661 avg lat: 0.560027
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   180      16      5113      5097   113.251   15.3333  0.080344  0.560027
   181      16      5208      5192   114.725       380  0.082948  0.557615
   182      16      5312      5296    116.38       416  0.173691  0.549721
   183      16      5405      5389   117.776       372   0.10135   0.54303
   184      16      5472      5456   118.592       268   0.10153  0.538625
   185      16      5487      5471   118.276        60  0.069154  0.538379
   186      16      5557      5541   119.145       280  0.243752  0.536665
   187      16      5563      5547   118.636        24  0.076845   0.53621
   188      16      5570      5554   118.154        28  0.080713   0.53698
   189      16      5576      5560   117.656        24  0.073477  0.537865
   190      16      5582      5566   117.163        24  0.070784  0.537367
   191      16      5582      5566   116.549         0         -  0.537367
   192      16      5582      5566   115.942         0         -  0.537367
   193      16      5582      5566   115.342         0         -  0.537367
   194      16      5582      5566   114.747         0         -  0.537367
   195      16      5582      5566   114.159         0         -  0.537367
   196      16      5582      5566   113.576         0         -  0.537367
   197      16      5582      5566       113         0         -  0.537367
   198      16      5610      5594   112.995        14   9.71381  0.562813
   199      16      5701      5685   114.256       364  0.197964  0.559923
2013-09-24 09:56:25.922991min lat: 0.059477 max lat: 15.9661 avg lat: 0.553683
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   200      16      5793      5777   115.524       368  0.134483  0.553683
   201      16      5885      5869    116.78       368  0.333667  0.547779
   202      16      5918      5902   116.855       132  0.108305   0.54538
   203      16      6000      5984   117.895       328  0.131329  0.542646
   204      16      6095      6079    119.18       380  0.126406  0.536696
   205      16      6145      6129   119.574       200  0.061582  0.534107
   206      16      6145      6129   118.993         0         -  0.534107
   207      16      6145      6129   118.418         0         -  0.534107
   208      16      6145      6129   117.849         0         -  0.534107
   209      16      6145      6129   117.285         0         -  0.534107
   210      16      6145      6129   116.727         0         -  0.534107
   211      16      6145      6129   116.174         0         -  0.534107
   212      16      6145      6129   115.626         0         -  0.534107
   213      16      6145      6129   115.083         0         -  0.534107
   214      16      6145      6129   114.545         0         -  0.534107
   215      16      6180      6164   114.663        14  0.139427  0.555704
   216      16      6188      6172   114.281        32  0.068899  0.555085
   217      16      6233      6217   114.583       180  0.138998  0.557608
   218      16      6305      6289   115.379       288  0.071974  0.553946
   219      16      6311      6295   114.961        24  0.076343  0.553489
2013-09-24 09:56:45.925795min lat: 0.059477 max lat: 15.9661 avg lat: 0.553489
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   220      16      6311      6295   114.439         0         -  0.553489
   221      16      6311      6295   113.921         0         -  0.553489
   222      16      6311      6295   113.408         0         -  0.553489
   223      16      6311      6295   112.899         0         -  0.553489
   224      16      6394      6378   113.877      66.4  0.085493  0.561792
   225      16      6492      6476   115.113       392  0.132885  0.555805
   226      16      6592      6576   116.373       400   0.13311  0.549654
   227      16      6675      6659   117.323       332  0.082175  0.545232
   228      16      6744      6728   118.019       276  0.196888   0.54155
   229      16      6787      6771   118.254       172   0.10429  0.539879
   230      16      6851      6835   118.853       256  0.245294  0.538248
   231      16      6928      6912   119.672       308  0.184818  0.534414
   232      16      6950      6934   119.535        88  0.116646  0.533339
   233      16      6950      6934   119.022         0         -  0.533339
   234      16      6950      6934   118.514         0         -  0.533339
   235      16      6950      6934   118.009         0         -  0.533339
   236      16      6960      6944   117.679        10   4.82411  0.539042
   237      16      6982      6966   117.553        88   0.12684  0.541854
   238      16      6987      6971   117.143        20  0.079623  0.541519
   239      16      6987      6971   116.653         0         -  0.541519
2013-09-24 09:57:05.928702min lat: 0.059477 max lat: 15.9661 avg lat: 0.541519
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   240      16      6987      6971   116.167         0         -  0.541519
   241      16      6987      6971   115.685         0         -  0.541519
   242      16      7006      6990   115.521        19  0.344775  0.550828
   243      16      7037      7021   115.556       124  0.062059  0.551921
   244      16      7043      7027   115.181        24  0.097776  0.551527
   245      16      7043      7027   114.711         0         -  0.551527
   246      16      7043      7027   114.244         0         -  0.551527
   247      16      7095      7079   114.624   69.3333   0.07081  0.557374
   248      16      7143      7127   114.936       192  0.097432  0.556544
   249      16      7213      7197   115.598       280  0.168253  0.553455
   250      16      7310      7294   116.688       388  0.135901  0.548241
   251      16      7382      7366    117.37       288  0.069314  0.544465
   252      16      7389      7373   117.016        28   0.11965   0.54402
   253      16      7389      7373   116.553         0         -   0.54402
   254      16      7389      7373   116.094         0         -   0.54402
   255      16      7389      7373   115.639         0         -   0.54402
   256      16      7389      7373   115.187         0         -   0.54402
   257      16      7397      7381   114.864       6.4  0.088298  0.548683
   258      16      7485      7469   115.782       352  0.089394  0.552567
   259      16      7581      7565   116.818       384   0.17615  0.547645
2013-09-24 09:57:25.931478min lat: 0.059477 max lat: 15.9661 avg lat: 0.542385
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   260      16      7685      7669   117.968       416  0.156056  0.542385
   261      16      7783      7767   119.018       392  0.146117  0.537521
   262      16      7868      7852   119.861       340  0.255011   0.53367
   263      16      7914      7898   120.105       184  0.070907   0.53238
   264      16      7994      7978   120.862       320  0.126439     0.529
   265      16      8038      8022    121.07       176   0.17465  0.528278
   266      16      8059      8043   120.931        84  0.068972  0.527156
   267      16      8059      8043   120.478         0         -  0.527156
   268      16      8059      8043   120.028         0         -  0.527156
   269      16      8077      8061    119.85        24  0.111416  0.532031
   270      16      8100      8084   119.746        92   0.06771  0.531371
   271      16      8100      8084   119.304         0         -  0.531371
   272      16      8109      8093   118.998        18  0.071322  0.532346
   273      16      8118      8102   118.694        36   2.99761  0.534704
   274      16      8118      8102   118.261         0         -  0.534704
   275      16      8118      8102   117.831         0         -  0.534704
   276      16      8118      8102   117.404         0         -  0.534704
   277      16      8121      8105   117.023         3   11.4322  0.537798
   278      16      8136      8120   116.818        60  0.111554  0.543916
   279      16      8136      8120     116.4         0         -  0.543916
2013-09-24 09:57:45.934332min lat: 0.059477 max lat: 15.9661 avg lat: 0.5477
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   280      16      8165      8149   116.398        58  0.079205    0.5477
   281      16      8165      8149   115.984         0         -    0.5477
   282      16      8165      8149   115.573         0         -    0.5477
   283      16      8202      8186   115.687   49.3333   0.14254  0.552877
   284      16      8292      8276   116.547       360  0.340775  0.548928
   285      16      8342      8326    116.84       200  0.076476  0.546626
   286      16      8343      8327   116.445         4  0.073407   0.54657
   287      16      8343      8327    116.04         0         -   0.54657
   288      16      8343      8327   115.637         0         -   0.54657
   289      16      8343      8327   115.237         0         -   0.54657
   290      16      8368      8352   115.184        25  0.072247   0.55358
   291      16      8455      8439   115.984       348  0.243554  0.551619
   292      16      8549      8533   116.874       376  0.169282  0.547416
   293      16      8636      8620   117.663       348   0.20832  0.543689
   294      16      8728      8712   118.514       368  0.197795  0.539897
   295      16      8774      8758   118.736       184  0.069116  0.538409
   296      16      8861      8845    119.51       348  0.185923   0.53536
   297      16      8899      8883    119.62       152  0.073508  0.533568
   298      16      8899      8883   119.218         0         -  0.533568
   299      16      8901      8885   118.846         4  0.084795  0.533701
2013-09-24 09:58:05.937334min lat: 0.059477 max lat: 15.9661 avg lat: 0.533701
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   300      16      8901      8885    118.45         0         -  0.533701
   301      16      8901      8885   118.057         0         -  0.533701
   302      11      8902      8891   117.745         8   5.89956  0.536906
   303      11      8902      8891   117.357         0         -  0.536906
   304      11      8902      8891   116.971         0         -  0.536906
   305      11      8902      8891   116.587         0         -  0.536906
   306      11      8902      8891   116.206         0         -  0.536906
   307      11      8902      8891   115.828         0         -  0.536906
   308      11      8902      8891   115.452         0         -  0.536906
   309      11      8902      8891   115.078         0         -  0.536906
   310      11      8902      8891   114.707         0         -  0.536906
   311      11      8902      8891   114.338         0         -  0.536906
   312      11      8902      8891   113.971         0         -  0.536906
 Total time run:         312.775705
Total writes made:      8902
Write size:             4194304
Bandwidth (MB/sec):     113.845 

Stddev Bandwidth:       143.663
Max bandwidth (MB/sec): 416
Min bandwidth (MB/sec): 0
Average Latency:        0.556035
Stddev Latency:         1.78715
Max latency:            16.9186
Min latency:            0.059477
