 Maintaining 16 concurrent writes of 4194304 bytes for at least 300 seconds.
 Object prefix: benchmark_data_Client_40746
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    39      16      2387      2371   243.141        28   3.02153  0.249898
2013-09-24 13:34:02.961644min lat: 0.063128 max lat: 10.4462 avg lat: 0.259943
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    40      16      2463      2447   244.662       304  0.226091  0.259943
    41      16      2542      2526   246.401       316  0.165627   0.25901
    42      16      2630      2614   248.914       352  0.094366  0.256292
    43      16      2725      2709   251.961       380   0.08042  0.253546
    44      16      2812      2796   254.142       348  0.200496  0.251224
    45      16      2905      2889    256.76       372  0.082834   0.24853
    46      16      2954      2938   255.438       196  0.074463  0.246601
    47      16      3034      3018   256.811       320  0.105481  0.248801
    48      16      3129      3113   259.376       380  0.107978  0.246088
    49      16      3223      3207   261.755       376  0.167423  0.244003
    50      16      3277      3261   260.839       216  0.158879  0.242168
    51      16      3301      3285   257.606        96  0.139899  0.247285
    52      16      3348      3332   256.267       188   0.16233  0.246102
    53      16      3363      3347   252.564        60  0.076376   0.24616
    54      16      3363      3347   247.887         0         -   0.24616
    55      16      3363      3347    243.38         0         -   0.24616
    56      16      3409      3393   242.319   61.3333  0.077849  0.263422
    57      16      3503      3487   244.663       376  0.118948  0.260816
    58      16      3565      3549   244.721       248  0.093093  0.260991
    59      16      3651      3635   246.402       344  0.191402  0.258755
2013-09-24 13:34:22.964709min lat: 0.062072 max lat: 10.4462 avg lat: 0.257365
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    60      16      3689      3673   244.829       152  0.075974  0.257365
    61      16      3689      3673   240.815         0         -  0.257365
    62      16      3708      3692   238.157        38  0.202187  0.265654
    63      16      3798      3782    240.09       360   0.07141  0.266098
    64      16      3893      3877   242.276       380  0.321714  0.263718
    65      16      3976      3960   243.655       332  0.106196  0.262074
    66      16      4064      4048   245.296       352   0.17384   0.26055
    67      16      4145      4129    246.47       324  0.121848     0.259
    68      16      4194      4178   245.727       196   1.14469  0.259129
    69      16      4211      4195   243.151        68  0.066717  0.258496
    70      16      4261      4245   242.534       200  0.151205   0.26054
    71      16      4357      4341   244.526       384  0.102954  0.261488
    72      16      4460      4444   246.851       412  0.149431  0.258979
    73      16      4560      4544   248.948       400  0.094703  0.256793
    74      16      4621      4605   248.881       244  0.068048  0.255478
    75      16      4719      4703   250.789       392  0.079057  0.254882
    76      16      4814      4798   252.488       380  0.128573  0.253226
    77      16      4884      4868   252.844       280  0.074541  0.251682
    78      16      4905      4889    250.68        84  0.071049  0.250979
    79      16      4905      4889   247.506         0         -  0.250979
2013-09-24 13:34:42.967670min lat: 0.062072 max lat: 10.4462 avg lat: 0.25811
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
    80      16      4971      4955   247.712       132   0.20758   0.25811
    81      16      5063      5047   249.196       368  0.211456  0.256468
    82      16      5097      5081   247.815       136   1.09696  0.255968
    83      16      5119      5103    245.89        88  0.133072  0.256604
    84      16      5131      5115   243.534        48  0.080321  0.256587
    85      16      5135      5119   240.857        16  0.079124  0.256803
    86      16      5135      5119   238.057         0         -  0.256803
    87      16      5138      5122   235.458         6   5.81752  0.260072
    88      16      5233      5217     237.1       380  0.181159  0.269714
    89      16      5330      5314   238.795       388  0.085142   0.26774
    90      16      5427      5411   240.452       388  0.168914  0.265545
    91      16      5496      5480   240.842       276  0.356232   0.26542
    92      16      5599      5583   242.702       412  0.226781  0.263453
    93      15      5698      5683   244.392       400  0.214512  0.261668
    94      16      5771      5755   244.856       288   0.07911  0.260189
    95      16      5792      5776   243.162        84  0.073572  0.259539
    96      16      5794      5778   240.713         8  0.067921  0.259695
    97      16      5795      5779   238.272         4  0.073385  0.259663
    98      16      5836      5820   237.514       164  0.131948  0.269117
    99      16      5933      5917   239.034       388  0.100036  0.267434
2013-09-24 13:35:02.970832min lat: 0.061156 max lat: 10.4462 avg lat: 0.265939
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   100      16      6014      5998   239.883       324  0.077786  0.265939
   101      16      6042      6026   238.617       112  0.215931  0.265124
   102      16      6072      6056   237.453       120  0.083254  0.267179
   103      16      6138      6122   237.711       264  0.085784  0.268887
   104      16      6239      6223   239.309       404  0.129879  0.267175
   105      16      6276      6260   238.439       148  0.067873  0.266294
   106      16      6276      6260   236.189         0         -  0.266294
   107      16      6336      6320   236.225       120  0.088332  0.270592
   108      16      6430      6414   237.518       376  0.170091  0.269234
   109      16      6516      6500   238.495       344   0.08219  0.268046
   110      16      6617      6601   239.999       404  0.162756  0.266325
   111      16      6687      6671   240.359       280  0.076834  0.264871
   112      16      6778      6762   241.462       364  0.088021  0.264743
   113      16      6867      6851   242.475       356  0.113182  0.263232
   114      16      6949      6933   243.225       328   0.08768   0.26237
   115      16      6988      6972   242.467       156  0.069403  0.262701
   116      16      7030      7014   241.824       168  0.125611  0.264123
   117      16      7083      7067   241.569       212  0.070346  0.263065
   118      16      7087      7071   239.658        16  0.072517  0.262956
   119      16      7101      7085   238.114        56  0.143715  0.264589
2013-09-24 13:35:22.974078min lat: 0.060041 max lat: 10.4462 avg lat: 0.26722
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   120      16      7185      7169   238.929       336  0.074364   0.26722
   121      16      7242      7226   238.839       228  0.170905  0.267747
   122      16      7340      7324   240.094       392  0.088558  0.266341
   123      16      7445      7429   241.556       420  0.137269  0.264776
   124      16      7551      7535   243.027       424  0.115549  0.263153
   125      16      7648      7632   244.186       388  0.077043   0.26186
   126      16      7710      7694   244.216       248  0.072715  0.260988
   127      16      7731      7715   242.954        84  0.287593  0.262403
   128      16      7767      7751   242.181       144  0.078942  0.262443
   129      16      7778      7762   240.644        44   0.07861  0.263209
   130      16      7779      7763   238.824         4  0.821405  0.263281
   131      16      7779      7763   237.001         0         -  0.263281
   132      16      7835      7819   236.902       112  0.066475  0.267577
   133      16      7849      7833   235.542        56  0.073041  0.267257
   134      16      7899      7883   235.277       200  0.152623   0.27183
   135      16      8000      7984   236.526       404  0.091663  0.270387
   136      16      8090      8074   237.433       360  0.175176  0.269358
   137      16      8192      8176   238.678       408  0.182964  0.267955
   138      16      8289      8273    239.76       388  0.191517  0.266734
   139      16      8359      8343   240.049       280  0.113343  0.265716
2013-09-24 13:35:42.977287min lat: 0.060041 max lat: 10.4462 avg lat: 0.26544
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   140      16      8443      8427   240.734       336  0.089022   0.26544
   141      16      8474      8458   239.906       124  0.077506  0.264802
   142      16      8486      8470   238.554        48  0.084857  0.264538
   143      16      8494      8478    237.11        32    3.3564  0.265536
   144      16      8572      8556    237.63       312  0.102163  0.268656
   145      16      8607      8591   236.956       140  0.116882  0.269363
   146      16      8682      8666   237.388       300  0.171113   0.26912
   147      16      8750      8734   237.623       272  0.290676  0.269163
   148      16      8825      8809   238.044       300  0.091962  0.268055
   149      16      8833      8817   236.661        32  0.073663  0.267897
   150      16      8871      8855   236.096       152  0.275293   0.27086
   151      16      8976      8960   237.314       420  0.204325  0.269497
   152      16      9071      9055   238.252       380  0.096025  0.268377
   153      16      9118      9102   237.924       188  0.150154  0.267849
   154      16      9153      9137   237.288       140  0.195655  0.268199
   155      16      9169      9153    236.17        64   0.07577  0.267882
   156      16      9169      9153   234.656         0         -  0.267882
   157      16      9193      9177   233.773        48  0.158707  0.272448
   158      16      9295      9279   234.875       408  0.159483  0.272289
   159      16      9385      9369   235.661       360  0.182466  0.271343
2013-09-24 13:36:02.980315min lat: 0.060041 max lat: 10.4462 avg lat: 0.270499
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   160      16      9451      9435   235.838       264  0.179725  0.270499
   161      16      9492      9476   235.392       164  0.165439  0.270459
   162      16      9511      9495   234.408        76  0.132857  0.270174
   163      16      9511      9495    232.97         0         -  0.270174
   164      16      9511      9495   231.549         0         -  0.270174
   165      16      9540      9524   230.849   38.6667  0.100519   0.27634
   166      16      9642      9626   231.916       408  0.218666  0.275785
   167      16      9734      9718    232.73       368  0.092488  0.274861
   168      16      9792      9776   232.726       232  0.155518  0.274086
   169      16      9860      9844   232.958       272  0.071797  0.273711
   170      16      9891      9875   232.317       124  0.082873  0.273174
   171      16      9923      9907   231.707       128  0.102421  0.276005
   172      16     10022     10006   232.662       396  0.259976  0.274939
   173      16     10106     10090   233.259       336   0.24282  0.274196
   174      16     10195     10179   233.964       356  0.074002  0.272927
   175      16     10254     10238   233.975       236  0.095012  0.273085
   176      16     10328     10312   234.327       296  0.821243  0.272624
   177      16     10417     10401   235.014       356  0.170153  0.272174
   178      16     10496     10480   235.469       316  0.082467   0.27162
   179      16     10588     10572   236.209       368  0.117745  0.270794
2013-09-24 13:36:22.983463min lat: 0.060041 max lat: 10.4462 avg lat: 0.269639
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   180      16     10692     10676   237.207       416  0.108233  0.269639
   181      16     10770     10754    237.62       312  0.071296  0.268712
   182      16     10784     10768   236.622        56  0.074754  0.268467
   183      16     10815     10799   236.007       124     0.073  0.269693
   184      16     10850     10834   235.485       140   0.07575  0.269316
   185      16     10862     10846   234.471        48  0.068839  0.269106
   186      16     10927     10911   234.608       260  0.082707  0.272653
   187      16     10991     10975   234.723       256  0.107167  0.272197
   188      16     11023     11007   234.155       128   0.06802  0.271885
   189      16     11030     11014   233.064        28   0.16802   0.27216
   190      16     11049     11033   232.237        76  0.076866  0.271851
   191      16     11067     11051   231.398        72  0.103691   0.27351
   192      16     11156     11140   232.047       356  0.101984  0.275654
   193      16     11254     11238   232.875       392  0.254268  0.274699
   194      16     11353     11337   233.716       396  0.101516  0.273739
   195      16     11446     11430   234.425       372  0.124811  0.272878
   196      16     11523     11507     234.8       308  0.174385  0.271921
   197      16     11557     11541   234.298       136  0.087327  0.271569
   198      16     11576     11560   233.499        76  0.072203  0.271292
   199      16     11664     11648   234.094       352  0.096335  0.273275
2013-09-24 13:36:42.986783min lat: 0.060041 max lat: 10.4462 avg lat: 0.272735
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   200      16     11706     11690   233.763       168  0.118499  0.272735
   201      16     11746     11730   233.396       160  0.211584  0.273145
   202      16     11822     11806   233.745       304  0.089586   0.27366
   203      16     11870     11854    233.54       192  0.077024  0.273074
   204      16     11924     11908   233.454       216  0.182347  0.273697
   205      16     11967     11951   233.154       172  0.094206  0.273262
   206      16     12034     12018   233.323       268  0.491998  0.273953
   207      16     12110     12094   233.664       304  0.126704  0.273798
   208      16     12216     12200   234.579       424  0.135168  0.272688
   209      16     12302     12286   235.102       344  0.159406  0.272028
   210      16     12338     12322   234.668       144  0.095487  0.271813
   211      16     12356     12340   233.897        72  0.080486  0.271587
   212      16     12362     12346   232.907        24  0.618397  0.271544
   213      16     12397     12381   232.471       140  0.183734     0.275
   214      16     12498     12482   233.272       404  0.126308  0.274184
   215      16     12585     12569   233.805       348  0.136785  0.273583
   216      16     12653     12637   233.982       272  0.098139  0.272867
   217      16     12656     12640   232.959        12  0.078169  0.272819
   218      16     12663     12647   232.019        28  0.066712   0.27314
   219      16     12688     12672   231.416       100  0.148186  0.274512
2013-09-24 13:37:02.989615min lat: 0.060041 max lat: 10.4462 avg lat: 0.275751
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   220      16     12777     12761   231.982       356  0.154743  0.275751
   221      16     12838     12822   232.036       244  0.071338   0.27502
   222      16     12844     12828   231.099        24  0.134424  0.274936
   223      16     12844     12828   230.063         0         -  0.274936
   224      16     12868     12852   229.464        48  0.105659  0.278043
   225      16     12952     12936   229.938       336    0.1131  0.278135
   226      16     13018     13002   230.088       264  0.076215  0.278014
   227      16     13086     13070   230.273       272  0.085214  0.277214
   228      16     13132     13116    230.07       184  0.129524  0.277832
   229      16     13236     13220   230.881       416  0.116973  0.277123
   230      16     13332     13316   231.547       384  0.110621  0.276296
   231      16     13380     13364   231.375       192  0.074228   0.27592
   232      16     13451     13435   231.602       284  0.452485   0.27625
   233      16     13520     13504   231.792       276   0.16673  0.275618
   234      16     13553     13537   231.366       132  0.164303  0.275448
   235      16     13553     13537   230.381         0         -  0.275448
   236      16     13571     13555    229.71        36   3.55081  0.276595
   237      16     13637     13621   229.854       264  0.148663  0.278172
   238      16     13740     13724   230.619       412  0.083946  0.277366
   239      16     13819     13803   230.976       316   0.06509  0.276456
2013-09-24 13:37:22.993040min lat: 0.060041 max lat: 10.4462 avg lat: 0.276236
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   240      16     13834     13818   230.264        60  0.090004  0.276236
   241      16     13850     13834   229.574        64  0.202659  0.278086
   242      16     13909     13893     229.6       236    0.0776  0.278037
   243      16     13932     13916   229.034        92  0.246128  0.278955
   244      16     14028     14012   229.669       384  0.079301  0.278537
   245      16     14114     14098   230.135       344   0.09222  0.277902
   246      16     14199     14183   230.582       340  0.154868  0.277426
   247      16     14293     14277    231.17       376  0.201114  0.276728
   248      16     14351     14335   231.173       232  0.069994  0.276209
   249      16     14352     14336   230.261         4  0.076247  0.276195
   250      16     14363     14347   229.516        44  0.071281  0.277329
   251      16     14419     14403   229.494       224  0.090776  0.278147
   252      16     14495     14479   229.789       304   0.11092  0.278346
   253      16     14589     14573   230.367       376   0.30395  0.277729
   254      16     14689     14673   231.035       400  0.191574  0.276898
   255      16     14787     14771   231.666       392  0.180634   0.27614
   256      16     14871     14855   232.073       336  0.215757  0.275676
   257      16     14964     14948   232.617       372  0.103236  0.275014
   258      16     15066     15050   233.297       408  0.185748  0.274227
   259      16     15157     15141   233.801       364  0.077334  0.273585
2013-09-24 13:37:42.996389min lat: 0.060041 max lat: 10.4462 avg lat: 0.273042
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   260      16     15224     15208   233.932       268  0.100172  0.273042
   261      16     15253     15237    233.48       116  0.112964  0.273554
   262      16     15308     15292   233.429       220  0.066015  0.273923
   263      16     15320     15304   232.724        48  0.078305  0.273814
   264      16     15320     15304   231.842         0         -  0.273814
   265      16     15320     15304   230.967         0         -  0.273814
   266      16     15320     15304   230.099         0         -  0.273814
   267      16     15320     15304   229.237         0         -  0.273814
   268      16     15320     15304   228.382         0         -  0.273814
   269      16     15341     15325   227.845        14  0.076596  0.276645
   270      16     15365     15349   227.357        96  0.082908  0.276391
   271      16     15365     15349   226.518         0         -  0.276391
   272      16     15393     15377   226.097        56  0.093295  0.282791
   273      16     15486     15470   226.631       372  0.076519  0.282278
   274      16     15587     15571   227.278       404  0.110991  0.281482
   275      16     15687     15671   227.906       400  0.105669  0.280687
   276      16     15729     15713   227.689       168  0.078839  0.280332
   277      16     15771     15755   227.473       168  0.088679   0.28113
   278      16     15877     15861    228.18       424  0.096323  0.280366
   279      16     15961     15945   228.566       336  0.080528  0.279811
2013-09-24 13:38:02.999286min lat: 0.060041 max lat: 10.4462 avg lat: 0.27933
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   280      16     16026     16010   228.678       260  0.067714   0.27933
   281      16     16075     16059   228.562       196  0.087902  0.279635
   282      16     16095     16079   228.035        80  0.080327  0.279407
   283      16     16120     16104   227.583       100  0.719138  0.280359
   284      16     16150     16134   227.204       120   0.09008  0.281338
   285      16     16223     16207   227.431       292  0.395508  0.281241
   286      16     16320     16304   227.992       388   0.28604  0.280605
   287      16     16425     16409   228.661       420  0.092285  0.279793
   288      16     16486     16470   228.714       244  0.775394  0.279338
   289      16     16586     16570   229.307       400  0.149477   0.27902
   290      16     16676     16660   229.757       360   0.15639   0.27834
   291      16     16699     16683   229.284        92   0.17906  0.278324
   292      16     16730     16714   228.923       124  0.069086  0.278781
   293      16     16799     16783   229.083       276  0.082652  0.279146
   294      16     16858     16842   229.107       236  0.156806  0.279207
   295      16     16947     16931   229.537       356   0.28185  0.278639
   296      16     17025     17009   229.815       312  0.188127  0.278267
   297      15     17124     17109   230.388       400  0.106863  0.277705
   298      16     17178     17162   230.326       212  0.078803  0.277228
   299      16     17179     17163   229.569         4  0.125568  0.277219
2013-09-24 13:38:23.002595min lat: 0.060041 max lat: 10.4462 avg lat: 0.277219
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   300      16     17179     17163   228.804         0         -  0.277219
 Total time run:         300.520015
Total writes made:      17180
Write size:             4194304
Bandwidth (MB/sec):     228.670 

Stddev Bandwidth:       144.331
Max bandwidth (MB/sec): 424
Min bandwidth (MB/sec): 0
Average Latency:        0.279836
Stddev Latency:         0.624258
Max latency:            10.4462
Min latency:            0.060041
